"No.","Time","Source","Destination","Protocol","Length","Info"
"710","2.811466000","fe80::725a:acff:fe8f:b33e","ff03::158","ICMPv6","86","Multicast Listener Report"
"711","2.811501000","f4:8e:38:78:44:c9","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.223"
"712","2.812072000","Dell_06:32:68","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.11.137"
"713","2.813294000","f4:8e:38:78:40:b0","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.13.119"
"714","2.814960000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"715","2.816191000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M21.IWTICYM.CC<00>"
"716","2.816229000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M22.UREYDAN.COM<00>"
"717","2.816341000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M13.KLRECBW.COM<00>"
"718","2.817137000","f4:8e:38:78:37:50","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.14.127"
"719","2.817597000","Dell_fd:b2:e5","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.164"
"720","2.820990000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"721","2.824910000","Dell_63:42:66","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.254"
"722","2.827010000","Dell_06:31:9d","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.218"
"723","2.827034000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"724","2.827979000","Dell_fd:c7:ed","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.14.212"
"725","2.828826000","f4:8e:38:78:40:cf","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.45"
"726","2.828988000","Dell_06:48:e3","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.14.133"
"727","2.830103000","f4:8e:38:78:44:04","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.13.149"
"728","2.830118000","Dell_05:dd:e1","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.12.176"
"729","2.831532000","Dell_06:48:e4","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.61"
"730","2.832778000","Dell_fd:e5:82","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.13.104"
"731","2.833428000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"732","2.834469000","Dell_fd:b2:f9","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.11.160"
"733","2.835088000","f4:8e:38:78:3d:88","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.15.68"
"734","2.837184000","f4:8e:38:78:42:49","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.11.185"
"735","2.837286000","Dell_06:43:29","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.13.90"
"736","2.839036000","Dell_fd:b4:0f","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.251"
"737","2.839811000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"738","2.844596000","Dell_fd:e1:e3","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.11.88"
"739","2.845556000","f4:8e:38:78:43:ff","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.160"
"740","2.846138000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"741","2.848288000","Dell_06:4a:84","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.14.30"
"742","2.850819000","Dell_06:31:ad","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.15.31"
"743","2.852507000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"744","2.856460000","Dell_06:25:04","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.13.206"
"745","2.856696000","Dell_06:45:7d","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.12.20"
"746","2.858511000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"747","2.860216000","Dell_06:4a:44","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.11.35"
"748","2.860792000","f4:8e:38:78:36:e0","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.15.138"
"749","2.861137000","f4:8e:38:78:40:d9","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.14.162"
"750","2.865230000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"751","2.869890000","f4:8e:38:78:42:07","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.10.250"
"752","2.871621000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"753","2.875100000","f4:8e:38:78:37:4f","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.12.17"
"754","2.877943000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"755","2.878349000","fe80::f68e:38ff:fe87:4139","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"756","2.884274000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"757","2.890363000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"758","2.891601000","fe80::e890:2ed1:d6db:a699","ff02::1:3","LLMNR","95","Standard query 0xcc21  ANY SOFTWARELABORAT"
"759","2.891640000","10.10.13.142","224.0.0.252","LLMNR","75","Standard query 0xcc21  ANY SOFTWARELABORAT"
"760","2.897092000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"761","2.899715000","fe80::fabc:12ff:fe6b:633a","ff02::1:ff6b:633a","ICMPv6","86","Multicast Listener Report"
"762","2.903474000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"763","2.903628000","10.10.14.212","10.10.15.255","NBNS","92","Name query NB VLSI01<20>"
"764","2.907068000","fe80::fabc:12ff:fe82:2127","ff02::1:ff82:2127","ICMPv6","86","Multicast Listener Report"
"765","2.909791000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"766","2.909896000","fe80::726d:ecff:fe02:1d5","ff02::1:ff02:1d5","ICMPv6","86","Multicast Listener Report"
"767","2.909956000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M15.DFKKFOS.NET<00>"
"768","2.912754000","fe80::f6f5:dbff:fe95:46ad","ff02::1:ff95:46ad","ICMPv6","86","Multicast Listener Report"
"769","2.913068000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M0.OFOQFEA.ORG<00>"
"770","2.913264000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"771","2.913697000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"772","2.915850000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"773","2.922183000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"774","2.928236000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"775","2.934539000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"776","2.940870000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"777","2.941171000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M9.SFEYPXE.COM<00>"
"778","2.947264000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"779","2.951880000","10.10.10.130","10.10.10.1","DNS","154","Standard query 0x3958  AAAA incoming.telemetry.mozilla.org"
"780","2.952150000","10.10.10.1","10.10.10.130","TCP","60","domain > 54588 [RST] Seq=1 Win=0 Len=0"
"781","2.952384000","10.10.10.130","10.10.10.1","TCP","74","54595 > domain [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4294856800 TSecr=0 WS=128"
"782","2.971222000","Private_10:03:a9","Broadcast","ARP","60","Who has 10.10.10.0?  Tell 10.10.10.201"
"783","2.973226000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"784","2.978541000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"785","2.984195000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"786","2.989828000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"787","2.993333000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M34.BCGZSRX.COM<00>"
"788","2.995115000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"789","3.000792000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"790","3.003728000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M16.ORHPOAF.COM<00>"
"791","3.003937000","fe80::4245:daff:fea1:be32","ff02::1:ffa1:be32","ICMPv6","86","Multicast Listener Report"
"792","3.006356000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"793","3.011082000","fe80::66db:8bff:fea2:34c5","ff02::1:ffa2:34c5","ICMPv6","86","Multicast Listener Report"
"794","3.012031000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"795","3.017679000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"796","3.019857000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"797","3.020118000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"798","3.022562000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M17.QGAOGHO.COM<00>"
"799","3.022891000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"800","3.027719000","Dell_27:23:05","Broadcast","ARP","60","Who has 10.10.10.1?  Tell 10.10.12.219"
"801","3.028531000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"802","3.030015000","10.10.12.219","224.0.0.252","LLMNR","68","Standard query 0xc53f  ANY Hasurkar"
"803","3.035715000","fe80::b283:feff:fe84:3cd9","ff02::1:ff84:3cd9","ICMPv6","86","Multicast Listener Report"
"804","3.040550000","Dell_f3:95:00","Broadcast","ARP","60","Who has 10.10.11.76?  Tell 10.10.11.169"
"805","3.043058000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M32.AKJLCBB.COM<00>"
"806","3.048170000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"807","3.050511000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M1.BLGUJZI.COM<00>"
"808","3.050601000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M33.ONTWPIR.BIZ<00>"
"809","3.051182000","fe80::f68e:38ff:fea3:1f0f","ff02::1:ffa3:1f0f","ICMPv6","86","Multicast Listener Report"
"810","3.053791000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"811","3.054406000","fe80::7876:c84c:e462:f148","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"812","3.059514000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"813","3.064856000","98:de:d0:30:d3:cc","Broadcast","ARP","60","Who has 10.10.13.142?  Tell 10.10.19.200"
"814","3.065091000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"815","3.070392000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"816","3.076019000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"817","3.078773000","fe80::615d:527:f5fe:dcf7","ff02::1:fffe:dcf7","ICMPv6","86","Multicast Listener Report"
"818","3.081671000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"819","3.086956000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"820","3.092604000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"821","3.097844000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"822","3.103090000","10.10.15.17","10.10.15.255","NBNS","92","Name query NB MPLAB04<20>"
"823","3.103424000","Dell_06:48:be","Broadcast","ARP","60","Who has 10.10.15.17?  Tell 10.10.11.129"
"824","3.103451000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"825","3.105702000","f4:8e:38:78:46:c8","Broadcast","ARP","60","Who has 10.10.11.129?  Tell 10.10.15.17"
"826","3.116515000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"827","3.121808000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"828","3.125513000","10.10.12.219","224.0.0.252","LLMNR","68","Standard query 0xc53f  ANY Hasurkar"
"829","3.127857000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"830","3.130860000","fe80::b283:feff:fe82:90e7","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"831","3.133444000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"832","3.134447000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"833","3.139080000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"834","3.144355000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"835","3.149622000","fe80::31a7:422:1b73:c5b5","ff02::fb","MDNS","95","Standard query 0x0000  A linux-108.local, ""QM"" question"
"836","3.149664000","10.10.11.169","224.0.0.251","MDNS","75","Standard query 0x0000  A linux-108.local, ""QM"" question"
"837","3.150345000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"838","3.155980000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"839","3.159773000","cc:98:91:37:97:53","Broadcast","0x8899","60","Ethernet II"
"840","3.159975000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M38.JQZSSJA.COM<00>"
"841","3.160157000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB V1.CZCXGDT.RU<00>"
"842","3.161267000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"843","3.163353000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M10.RDDLQGJ.COM<00>"
"844","3.163732000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M3.TFEDPBR.ORG<00>"
"845","3.166867000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"846","3.172578000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"847","3.178370000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"848","3.184042000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"849","3.184932000","fe80::7a45:c4ff:fe29:fbc","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"850","3.186873000","fe80::755a:48ef:c16e:8340","ff02::1:ff6e:8340","ICMPv6","86","Multicast Listener Report"
"851","3.191480000","fe80::b283:feff:fe84:3727","ff02::1:ff84:3727","ICMPv6","86","Multicast Listener Report"
"852","3.192056000","fe80::fe29:a1c7:37ad:ff50","ff02::1:ff00:0","ICMPv6","86","Multicast Listener Report"
"853","3.202155000","fe80::ca1f:66ff:fe05:e0b1","ff02::1:ff05:e0b1","ICMPv6","86","Multicast Listener Report"
"854","3.204788000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"855","3.210112000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"856","3.210898000","fe80::c445:82f3:cb92:8530","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"857","3.211246000","fe80::9ade:d0ff:fefe:1fe3","ff02::1:2","DHCPv6","128","Solicit XID: 0xc9428a CID: 0001000123597a0598ded0fe1fe3 "
"858","3.212776000","fe80::7a45:c4ff:fe27:87ff","ff02::1:ff27:87ff","ICMPv6","86","Multicast Listener Report"
"859","3.213753000","fe80::c445:82f3:cb92:8530","ff02::1:ff8d:1fb6","ICMPv6","86","Neighbor Solicitation for fe80::1a0f:76ff:fe8d:1fb6 from f4:8e:38:87:72:f3"
"860","3.213988000","fe80::c445:82f3:cb92:8530","ff02::1:ff30:bdcd","ICMPv6","86","Neighbor Solicitation for fe80::2a3b:82ff:fe30:bdcd from f4:8e:38:87:72:f3"
"861","3.214321000","fe80::c445:82f3:cb92:8530","ff02::1:ff11:18a5","ICMPv6","86","Neighbor Solicitation for fe80::1262:ebff:fe11:18a5 from f4:8e:38:87:72:f3"
"862","3.214641000","fe80::c445:82f3:cb92:8530","ff02::1:ffe0:fa29","ICMPv6","86","Neighbor Solicitation for fe80::a2ab:1bff:fee0:fa29 from f4:8e:38:87:72:f3"
"863","3.215745000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"864","3.217825000","fe80::c445:82f3:cb92:8530","ff02::1:3","LLMNR","88","Standard query 0xc82e  ANY edlab-06"
"865","3.218130000","10.10.13.132","224.0.0.252","LLMNR","68","Standard query 0xc82e  ANY edlab-06"
"866","3.221381000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"867","3.222467000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M12.SOTHBXB.NET<00>"
"868","3.222506000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M29.RQCCIRK.NET<00>"
"869","3.222622000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M28.ZOKIJZN.ME<00>"
"870","3.222694000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M6.KSULZBR.COM<00>"
"871","3.226642000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"872","3.227181000","fe80::f42f:1d5:631b:c464","ff02::c","ICMPv6","86","Multicast Listener Report"
"873","3.227574000","fe80::f42f:1d5:631b:c464","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"874","3.227951000","fe80::fabc:12ff:fe81:fcf8","ff02::1:ff81:fcf8","ICMPv6","86","Multicast Listener Report"
"875","3.231974000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"876","3.237268000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"877","3.241483000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M14.HKWWRWP.NET<00>"
"878","3.242571000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"879","3.245358000","fe80::fabc:12ff:fe6b:6b8a","ff02::1:ff6b:6b8a","ICMPv6","86","Multicast Listener Report"
"880","3.248202000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"881","3.253682000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M30.RPUZDQA.ME<00>"
"882","3.253740000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M18.FTPIESG.ME<00>"
"883","3.253782000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"884","3.259483000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"885","3.269302000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M35.MDJEDMJ.COM<00>"
"886","3.271605000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"887","3.277201000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"888","3.277331000","fe80::40f9:cd1d:1ca0:f1d7","ff02::1:ffa0:f1d7","ICMPv6","86","Multicast Listener Report"
"889","3.279790000","fe80::8616:f9ff:fe55:3de3","ff02::16","ICMPv6","130","Multicast Listener Report Message v2"
"890","3.282813000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"891","3.287404000","fe80::fabc:12ff:fe6b:67d1","ff02::1:ff6b:67d1","ICMPv6","86","Multicast Listener Report"
"892","3.288482000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"893","3.291954000","fe80::536:f10d:67:3914","ff02::1:ff67:3914","ICMPv6","86","Multicast Listener Report"
"894","3.294100000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"895","3.299284000","Dell_fd:b2:bc","Broadcast","ARP","60","Who has 10.10.12.207?  Tell 10.10.13.242"
"896","3.299445000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"897","3.306082000","fe80::847:a232:efd7:2b19","ff02::1:ffd7:2b19","ICMPv6","86","Multicast Listener Report"
"898","3.307639000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M11.ASHPHHP.COM<00>"
"899","3.313860000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"900","3.317626000","fe80::c445:82f3:cb92:8530","ff02::1:3","LLMNR","88","Standard query 0xc82e  ANY edlab-06"
"901","3.317773000","10.10.13.132","224.0.0.252","LLMNR","68","Standard query 0xc82e  ANY edlab-06"
"902","3.319853000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"903","3.325160000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"904","3.330445000","192.168.0.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"905","3.335781000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"906","3.339133000","fe80::21d:7dff:fe23:dbd5","ff02::1:ff23:dbd5","ICMPv6","86","Multicast Listener Report"
"907","3.341401000","192.168.1.1","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"908","3.349027000","fe80::7a45:c4ff:fe29:f18","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"909","3.351278000","10.10.15.118","10.10.15.255","UDP","62","Source port: terminaldb  Destination port: terminaldb"
"910","3.351452000","10.10.15.118","10.10.15.255","UDP","62","Source port: raid-am  Destination port: raid-am"
"911","3.351467000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"912","3.357093000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"913","3.361817000","fe80::de8:31a9:2896:5e2c","ff02::1:ff96:5e2c","ICMPv6","86","Multicast Listener Report"
"914","3.362734000","10.10.19.140","224.0.0.252","IGMPv2","64","Membership Query, specific for group 224.0.0.252"
"915","3.363062000","10.10.12.93","10.10.15.255","NBNS","92","Name query NB M41.ZDLRNHG.CC<00>"
